"Documento","Estado","Evento","Municipios","Solicitud.de.Declaratoria","Fecha.publicacion.DOF","Acuerdo.Comite.Tecnico","Sectores.Afectados","Competencia","Apoyos.Parciales.Inmdiatos","Gastos.de.Evaluacion","Anticipos","Acciones.de.Restauracion","Aportacion.FONDEN","Aportacion.Estatal","Aportacion.Dependencia.Federal","Recursos.Fondo.Guerrero","Aportacion.Total"
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SE.157.09 02-Dic-13","Educativo","Estatal",16663850,NA,NA,291,16663850,16693070.84,0,NA,33356920.84
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SO.50.23 08-11-13","Hidraulico","Estatal",0,NA,NA,172,50002773.6,50002773.6,0,NA,100005547.2
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SE.157.09 02-Dic-13","Hidraulico","Federal",41307348.72,NA,NA,158,643970053.5,0,0,NA,643970053.5
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SE.158.03 10-Dic-13","Pesquero y Acuicola","Federal",0,NA,NA,10,160169702,0,0,NA,160169702
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SO.50.23 08-11-13","Salud","Estatal",0,NA,NA,8,2336808.04,2387616.92,0,NA,4724424.96
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SO.50.23 08-11-13","Urbano","",0,NA,NA,56,12252004.18,12476911.4,0,NA,24728915.58
2013,"Sinaloa","Huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","SO.50.23 08-11-13","Vivienda","",0,NA,NA,404,6835868,6960512,0,NA,13796380
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.155.17 06-11-13","Carretero","Estatal",7331248,NA,NA,141,111898282.44,148000523.1,0,NA,259898805.54
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.156.10 22-nov-13","Carretero","Federal",3309364,NA,NA,37,507321592.68,0,0,NA,507321592.68
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Hidraulico","Estatal",8568094.36,NA,NA,224,44338478.36,53113321.02,NA,NA,97451799.38
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Naval","Federal",0,NA,NA,17,54656237.96,0,0,NA,54656237.96
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Pesquero y Acuicola","Federal",0,NA,NA,1,19123034.76,0,0,NA,19123034.76
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Salud","Estatal",0,NA,NA,1,2163059.38,2163059.38,0,NA,4326118.76
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Urbano","",1409360.8,NA,NA,14,10859438.36,10963666.5,0,NA,21823105.8
2013,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.154.17 31-oct-13","Vivienda","",0,940000,NA,348,10196556,9408798.4,0,NA,19605354.4
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SE.158.06 10-Dic-13","Forestal y de Viveros","Estatal",0,NA,NA,12,26127300,29158066.8,0,NA,55285366.8
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SO.50.25 08-11-13","Hidraulico","Estatal",7817040,NA,NA,38,16028880,16354270.4,0,NA,32383150.4
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SO.50.25 08-11-13","Naval","Federal",0,NA,NA,3,722735.92,0,0,NA,722735.92
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SO.50.25 08-11-13","Salud","Estatal",0,NA,NA,7,530160,537680,0,NA,1067840
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SO.50.25 08-11-13","Urbano","",2608713.38,NA,NA,18,8418601.46,8747427.56,0,NA,17166029.02
2013,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SO.50.25 08-11-13","Vivienda","",0,NA,NA,28,3083886.2,2977506.4,0,NA,6061392.6
2013,"Veracruz","Lluvia severa del 13 al 16 de septiembre",8,"16/09/13","26/09/13","SE.158.05 10-Dic-13","Forestal y de Viveros","Estatal",0,NA,NA,10,27026175,28608195,0,NA,55634370
2013,"Veracruz","Lluvia severa del 13 al 16 de septiembre",8,"16/09/13","26/09/13","SO.50.26 08-11-13","Hidraulico","Estatal",4847580,NA,NA,24,4847580,5082542.4,0,NA,9930122.4
2013,"Veracruz","Lluvia severa del 13 al 16 de septiembre",8,"16/09/13","26/09/13","SE.158.05 10-Dic-13","Urbano","",0,NA,NA,14,5690623.7,5773416.08,0,NA,11464039.78
2013,"Veracruz","Lluvia severa del 13 al 16 de septiembre",8,"16/09/13","26/09/13","SO.50.26 08-11-13","Vivienda","",0,NA,NA,18,1866981,1483545.6,0,NA,3350526.6
2013,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.154.19 31-oct-13","Hidraulico","Estatal",4439150,NA,NA,38,15496490.32,15710957.9,0,NA,31207448.22
2013,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.154.19 31-oct-13","Urbano","",419092.42,NA,NA,8,11522340.46,11960180.24,0,NA,23482520.7
2013,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.154.19 31-oct-13","Vivienda","",0,NA,NA,22,1487597,1114501.6,0,NA,2602098.6
2013,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SE.157.11 02-Dic-13","Carretero","Estatal",0,NA,NA,28,45394856,49593648,0,NA,94988504
2013,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SE.158.07 10-Dic-13","Forestal y de Viveros","Estatal",0,NA,NA,14,75448729.64,76636132,0,NA,152084861.64
2013,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SO.50.27 08-11-13","Hidraulico","Estatal",4155270,NA,NA,47,11524614.32,11690727.36,0,NA,23215341.68
2013,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SO.50.27 08-11-13","Vivienda","",0,NA,NA,89,10140024.4,9862856,NA,NA,20002880.4
2013,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SE.157.13 02-Dic-13","Carretero","Estatal",NA,NA,NA,1,3910400,4888000,0,NA,8798400
2013,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SO.50.28 08-11-13","Deportivo","Estatal",0,NA,NA,2,959019.96,1148648.04,0,NA,2107668
2013,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SE.158.08 10-Dic-13","Urbano","",0,NA,NA,4,13476216,14664000,0,NA,28140216
2013,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SE.154.25 31-10-13","Vivienda","",0,NA,NA,273,2127262.3,2219636.1,0,NA,4346898.4
2014,"Chiapas","Lluvia severa los dias 12 al 15 de septiembre 2014",3,"18/09/13","27/09/13","","Educativo","Estatal",NA,NA,NA,3,208767.792,534599.25,NA,NA,743367.042
2014,"Colima","Tormenta tropical Manuel (Lluvia severa) del 16 y 17 de septiembre",10,"19/09/13","02/10/13","SE.154.05 31-oct-13","Educativo","Estatal",NA,NA,NA,3,1043696.172,1448711.4,NA,NA,2492407.572
2014,"Guanajuato","Lluvia severa el dia 21 de septiembre 2013",1,"23/09/13","03/10/13","SO.52.24 29-abr-14","Educativo","Estatal",NA,NA,NA,2,127645.626,174278.622,NA,NA,301924.248
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","","Educativo","Federal",48091780.8,NA,NA,60,48091780.8,NA,NA,NA,48091780.8
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG. SE.162.62 20-mar-14","Hidraulico","Federal",NA,NA,NA,17,NA,NA,NA,655010897.532,655010897.532
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG. SE.162.64 20-mar-14","Educativo","Estatal",NA,NA,NA,7,NA,NA,NA,12137790.762,12137790.762
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.161.08 05-mar-14","Hidraulico","Estatal",NA,NA,NA,9,NA,NA,NA,21916901.76,21916901.76
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.161.09 05-mar-14","Carretero","Estatal",NA,NA,NA,43,NA,NA,NA,977137723.806,977137723.806
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.161.10 05-mar-14","Salud","Estatal",NA,NA,NA,1,NA,NA,NA,1535851.2,1535851.2
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.161.11 05-mar-14","Urbano","Estatal",NA,NA,NA,9,NA,NA,NA,19700739.09,19700739.09
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.161.12 05-mar-14","Vivienda","Estatal",NA,NA,NA,1970,NA,NA,NA,139147492.8,139147492.8
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FG.SE.162.63 20-mar-14","Carretero","Federal",NA,NA,NA,1,NA,NA,NA,406848000,406848000
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","FGA .SE.164.06 03-jun-14","Hidraulico","Estatal",NA,NA,NA,2,NA,NA,NA,77262000,77262000
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","SE.162.15 20-mar-14","Educativo","Federal",NA,NA,NA,17,77823943.152,NA,NA,NA,77823943.152
2014,"Guerrero","Lluvia severa del 15 y 16 de septiembre 2013",25,"19/09/13","30/09/13","SE.162.35 20-mar-14","Educativo","Estatal",9033981.6,NA,NA,19,11909256.612,NA,NA,NA,11909256.612
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","","Educativo","Federal",229126035.6,NA,NA,339,229126035.6,NA,NA,NA,229126035.6
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.02 05-mar-14","Hidraulico","Estatal",NA,NA,NA,117,NA,NA,NA,556244403.702,556244403.702
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.03 05-mar-14","Vivienda","Estatal",NA,NA,NA,5312,NA,NA,NA,445997965.92,445997965.92
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.04 05-mar-14","Residuos Solidos","Estatal",NA,NA,NA,2,NA,NA,NA,45634984.164,45634984.164
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.05 05-mar-14","Carretero","Estatal",NA,NA,NA,527,NA,NA,NA,3796700336.952,3796700336.952
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.06 05-mar-14","Salud","Estatal",NA,NA,NA,30,NA,NA,NA,21813859.68,21813859.68
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.161.07 05-mar-14","Urbano","Estatal",NA,NA,NA,79,NA,NA,NA,254402593.278,254402593.278
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.162.60 20-mar-14","Hidraulico","Federal",NA,NA,NA,4,NA,NA,NA,376333948.164,376333948.164
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.162.61 20-mar-14","Educativo","Estatal",NA,NA,NA,74,NA,NA,NA,156409329.72,156409329.72
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FG.SE.163.02 02-abr-14","Carretero","Federal",NA,NA,NA,10,NA,NA,NA,293400000,293400000
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SE.164.05 03-jun-14","Hidraulico","Estatal",NA,NA,NA,34,NA,NA,NA,857510400,857510400
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SE.164.05 03-jun-14","Hidraulico","Federal",NA,NA,NA,NA,NA,NA,NA,284598000,284598000
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SE.168.01 12-sep-14","Salud","Estatal",NA,NA,NA,2,NA,NA,NA,48900000,48900000
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SE.168.02 12-sep-14","Salud","Estatal",NA,NA,NA,1,NA,NA,NA,827388000,827388000
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SE.168.03 12-sep-14","Vivienda","Estatal",NA,NA,NA,1,NA,NA,NA,815135811.6,815135811.6
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","FGA .SO.53.38 31-jul-14","Turistico","Federal",NA,NA,NA,7,NA,NA,NA,244500000,244500000
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SE.162.14 20-mar-14","Educativo","Federal",NA,NA,NA,270,1846930445.364,NA,NA,NA,1846930445.364
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SE.162.34 20-mar-14","Educativo","Estatal",42550628.4,NA,NA,77,154950679.884,NA,NA,NA,154950679.884
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SE.163.31 02-abr-14","Zonas Costeras","Federal",46015760.64,NA,NA,26,162937616.64,NA,NA,NA,162937616.64
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SE.171.16 28-nov-14","Hidraulico","Federal",NA,NA,NA,7,377967013.542,NA,NA,NA,377967013.542
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SO.51.19 30-ene-14","Residuos Solidos","Estatal",NA,NA,NA,1,20282215.836,NA,NA,NA,20282215.836
2014,"Guerrero","Lluvia severa del 14 de septiembre de 2013",56,"15/09/13","23/09/13","SO.51.19 30-ene-14","Urbano","Estatal",30917514,NA,NA,85,252544352.202,NA,NA,NA,252544352.202
2014,"Hidalgo","Lluvia severa por  huracan  Ingrid  del 13 al 18 de septiembre 2013",31,"20/09/13","27/09/13","SE.162.38 20-mar-14","Educativo","Estatal",NA,NA,NA,2,254518.632,422985.978,NA,NA,677504.61
2014,"Jalisco","Luvia severa del 14 al 18 de septiembre 2013",29,"21/09/13","04/10/13","SE.162.17 20-mar-14","Educativo","Federal",NA,NA,NA,1,1370691.45,NA,NA,NA,1370691.45
2014,"Michocan","Lluvia severa del 15 de septiembre 2013",10,"19/09/13","30/09/13","","Educativo","Federal",1538394,NA,NA,27,1538394,NA,NA,NA,1538394
2014,"Michocan","Lluvia severa del 15 de septiembre 2013",10,"19/09/13","30/09/13","SE.162.05 20-mar-14","Residuos Solidos","Estatal",NA,NA,NA,2,1017120,1017120,NA,NA,2034240
2014,"Michocan","Lluvia severa del 15 de septiembre 2013",10,"19/09/13","30/09/13","","Zonas Costeras","Federal",31135412.4,NA,NA,58,31135412.4,NA,NA,NA,31135412.4
2014,"Michocan","Lluvia severa del 15 de septiembre 2013",10,"19/09/13","30/09/13","SE.162.18 20-mar-14","Educativo","Federal",NA,NA,NA,13,24465318.414,NA,NA,NA,24465318.414
2014,"Michocan","Lluvia severa del 15 de septiembre 2013",10,"19/09/13","30/09/13","SE.162.39 20-mar-14","Educativo","Estatal",NA,NA,NA,9,5815251.57,5891636.304,NA,NA,11706887.874
2014,"Nayarit","Lluvia severa e inundacion Fluvial el 17 y 18 de septiembre de 2013",3,"20/09/13","11/10/13","SE.162.40 20-mar-14","Educativo","Estatal",NA,NA,NA,6,2418363.192,2405142.588,NA,NA,4823505.78
2014,"Nuevo Leon","Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre de 2013",22,"18/09/13","01/10/13","SE.162.41 20-mar-14","Educativo","Estatal",NA,NA,NA,2,132581.592,535409.034,NA,NA,667990.626
2014,"Oaxaca","Movimiento de ladera del 9 de septiembre de 2013",1,"11/09/13","23/09/13","SE.162.42 20-mar-14","Educativo","Estatal",NA,NA,NA,2,375981.342,479976.972,NA,NA,855958.314
2014,"Oaxaca","Lluvia severa del 12 al 14 de septiembre de 2013",10,"14/09/13","23/09/13","SE.162.43 20-mar-14","Educativo","Estatal",NA,NA,NA,2,91796.058,91796.058,NA,NA,183592.116
2014,"Oaxaca","Movimiento de ladera ocasionado por Tormenta Tropical Manuel y  huracan Ingrid del 19 al 23 de septiembre 2013",22,"24/09/13","04/09/13","SE.160.02 03-mar-14","Carretero","Federal",21427980,NA,NA,15,345230467.464,NA,NA,NA,345230467.464
2014,"Oaxaca","Movimiento de ladera ocasionado por Tormenta Tropical Manuel y  huracan Ingrid del 19 al 23 de septiembre 2013",22,"24/09/13","04/09/13","SE.162.20 20-mar-14","Educativo","Federal",NA,NA,NA,1,1481873.424,NA,NA,NA,1481873.424
2014,"Oaxaca","Tormenta Tropical  Manuel  y  huracan  Ingrid  (Lluvia severa) del 13 al 17 de septiembre de 2013",47,"20/09/13","09/10/13","SE.162.19 20-mar-14","Educativo","Federal",NA,NA,NA,1,2715687.906,NA,NA,NA,2715687.906
2014,"Oaxaca","Tormenta Tropical  Manuel  y  huracan  Ingrid  (Lluvia severa) del 13 al 17 de septiembre de 2013",47,"20/09/13","09/10/13","SE.162.44 20-mar-14","Educativo","Estatal",NA,NA,NA,2,378959.352,386561.346,NA,NA,765520.698
2014,"San Luis Potosi","Lluvia severa e inundacion del 12 al 18 de septiembre 2013",22,"24/09/13","04/10/13","SE.162.67 20-mar-14","Educativo","Estatal",NA,NA,NA,7,788468.49,876658.662,NA,NA,1665127.152
2014,"Sinaloa"," huracan (lluvia severa) del 18 y 19 de septiembre 2013",9,"19/09/13","26/09/13","","Educativo","Federal",61667692.2,NA,NA,738,61667692.2,NA,NA,NA,61667692.2
2014,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.162.06 20-mar-14","Hidraulico","Federal",NA,NA,NA,25,137957174.868,NA,NA,NA,137957174.868
2014,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.162.23 20-mar-14","Educativo","Federal",NA,NA,NA,1,7707200.394,NA,NA,NA,7707200.394
2014,"Tamaulipas","Lluvia severa del 16 de septiembre de 2013",33,"19/09/13","25/09/13","SE.162.47 20-mar-14","Educativo","Estatal",NA,NA,NA,3,122359.536,243068.208,NA,NA,365427.744
2014,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SE.162.09 20-mar-14","Carretero","Estatal",NA,NA,NA,10,63638460,63590342.4,NA,NA,127228802.4
2014,"Veracruz","Lluvia severa e inundacion Fluvial del 20 al 22 de septiembre 2013",3,"24/09/13","08/10/13","SE.162.28 20-mar-14","Educativo","Federal",NA,NA,NA,3,3466106.328,NA,NA,NA,3466106.328
2014,"Veracruz","Lluvia severa del 13 al 16 de septiembre",8,"16/09/13","26/09/13","SE.162.11 20-mar-14","Carretero","Estatal",NA,NA,NA,40,157536527.532,157973705.268,NA,NA,315510232.8
2014,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.162.10 20-mar-14","Carretero","Estatal",10039952.4,NA,NA,13,55688298,59704944,NA,NA,115393242
2014,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.162.10 20-mar-14","Hidraulico","Federal",NA,NA,NA,1,111883200,NA,NA,NA,111883200
2014,"Veracruz","Lluvia severa del 9 al 10 de septiembre de 2013",8,"11/09/13","23/09/13","SE.162.27 20-mar-14","Educativo","Federal",NA,NA,NA,1,3511021.956,NA,NA,NA,3511021.956
2014,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SE.162.25 20-mar-14","Educativo","Federal",NA,NA,NA,3,5523891.678,NA,NA,NA,5523891.678
2014,"Veracruz","Movimiento de ladera del 30 de septiembre al 2 de octubre 2013",13,"02/10/13","11/10/13","SE.162.49 20-mar-14","Educativo","Estatal",NA,NA,NA,2,1821569.01,3649920.45,NA,NA,5471489.46
2014,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","","Educativo","Federal",4244520,NA,NA,7,4244520,NA,NA,NA,4244520
2014,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SE.162.29 20-mar-14","Educativo","Federal",NA,NA,NA,3,63649285.482,NA,NA,NA,63649285.482
2014,"Zacatecas","Lluvia severa del 15 y 16 de septiembre de 2013",8,"19/09/13","26/09/13","SE.162.52 20-mar-14","Educativo","Estatal",NA,NA,NA,3,402202.5,557755.356,NA,NA,959957.856
2015,"Chiapas","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",3,"18/09/13","27/09/13","SE.II.05
17-abr-15","Educativo","Federal",NA,NA,NA,NA,3464742,NA,NA,NA,3464742
