"Documento","Estado","Evento","Municipios","Solicitud.de.Declaratoria","Fecha.publicacion.DOF","Acuerdo.Comite.Tecnico","Sectores.Afectados","Competencia","Apoyos.Parciales.Inmdiatos","Gastos.de.Evaluacion","Anticipos","Acciones.de.Restauracion","Aportacion.FONDEN","Aportacion.Estatal","Aportacion.Dependencia.Federal","Recursos.Fondo.Guerrero","Aportacion.Total"
2015,"Colima","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",10,"19/09/13","25/09/13","SE.II.08
17-abr-15","Educativo","Federal",NA,NA,NA,NA,1028366,NA,NA,NA,1028366
2015,"Guanajuato","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",1,"23/09/13","03/10/13","SE.II.11
17-abr-15","Educativo","Federal",NA,NA,NA,NA,2796303,NA,NA,NA,2796303
2015,"Guerrero","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",56,"15/09/13","23/09/13","SE.II.12
17-abr-15","Educativo","Federal",NA,NA,NA,NA,176176762,NA,NA,NA,176176762
2015,"Guerrero","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",56,"15/09/13","23/09/13","SE.II.39
17-abr-15","Carretero","Federal",NA,NA,NA,NA,NA,NA,NA,4.5e+08,4.5e+08
2015,"Guerrero","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",25,"19/09/13","26/09/13","SE.II.13
17-abr-15","Educativo","Federal",NA,NA,NA,NA,41473606,NA,NA,NA,41473606
2015,"Hidalgo","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",31,"20/09/13","23/09/13","SE.II.16
17-abr-15","Educativo","Federal",NA,NA,NA,NA,17094978,NA,NA,NA,17094978
2015,"Jalisco","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",29,"21/09/13","04/10/13","SE.II.17
19-abr-15","Educativo","Federal",NA,NA,NA,NA,8181698,NA,NA,NA,8181698
2015,"Michoacan","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",10,"19/09/13","30/09/13","SE.I.01/2015
28-feb-15","Educativo","Federal",NA,NA,NA,NA,4106461,NA,NA,NA,4106461
2015,"Nayarit","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",3,"20/09/13","02/10/13","SE.II.18
17-abr-15","Educativo","Federal",NA,NA,NA,NA,4161316,NA,NA,NA,4161316
2015,"Nuevo Leon","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",22,"18/09/13","01/10/13","SE.II.19
17-abr-15","Educativo","Federal",NA,NA,NA,NA,2337667,NA,NA,NA,2337667
2015,"Oaxaca","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",1,"03/09/13","17/09/13","SE.II.20 17-
abr-15","Educativo","Federal",NA,NA,NA,NA,571320,NA,NA,NA,571320
2015,"Oaxaca","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",10,"14/09/13","23/09/13","SE.II.21
17-abr-15","Educativo","Federal",NA,NA,NA,NA,461951,NA,NA,NA,461951
2015,"Oaxaca","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",22,"24/09/13","04/10/13","SE.II.23 17-
abr-15","Educativo","Federal",NA,NA,NA,NA,5293561,NA,NA,NA,5293561
2015,"Oaxaca","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",47,"20/14/13","09/10/13","SE.II.22 17-
abr-15","Educativo","Federal",NA,NA,NA,NA,5778804,NA,NA,NA,5778804
2015,"Puebla","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",31,"16/09/13","25/09/13","SE.I.02/2015
26-feb-15","Educativo","Federal",NA,NA,NA,NA,916958,NA,NA,NA,916958
2015,"Sinaloa","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",9,"19/09/13","26/09/13","SE.II.26 17-
abr-15","Educativo","Federal",NA,NA,NA,NA,20903692,NA,NA,NA,20903692
2015,"Tamaulipas","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",33,"19/09/13","25/09/13","SE.I.03/2015
26-feb-15","Educativo","Federal",NA,NA,NA,NA,7766431,NA,NA,NA,7766431
2015,"Zacatecas","c(""Lluvia severa los d\x90as 12 al 15 de septiembre"", ""Tormenta  tropical  Manuel  (Lluvia severa) del 16 y 17 de septiembre"", ""Lluvia severa el d\x90a 21 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 14 de septiembre"", ""Lluvia severa del 15 y 16 de septiembre"", ""Lluvia severa por Hurac_n \""Ingrid\"" del 13 al 18 de septiembre"", ""Lluvia severa del 14 al 18 de septiembre"", ""Lluvia severa del 15 de septiembre"", ""Lluvia severa e inundacion fluvial el 17 y 18 de septiembre"", 
""Lluvia severa, inundacion pluvial y fluvial del 14 al 17 de septiembre"", ""Movimiento de ladera del 1 y 2 de septiembre"", ""Lluvia severa del 12 al 14 de septiembre"", ""Movimiento de ladera ocasionado por Tormenta Tropical Manuel y Huracan Ingrid del 19 al 23 de septiembre"", ""Tormenta Tropical  \""Manuel\"" y Hurac_n \""Ingrid\"" (Lluvia severa) del 13 al 17 de septiembre"", ""Lluvia severa del 12 al 16 de septiembre"", "" Huracan (lluvia severa) del 18 y 19 de septiembre"", ""Lluvia severa del 16 de septiembre"", 
"" Lluvia severa del 15 y 16 de septiembre"")",8,"19/09/13","26/09/13","SE.I.04/2015
26-feb-15","Educativo","Federal",NA,NA,NA,NA,6045483,NA,NA,NA,6045483
